file_num,sim_number,cluster_size,overlap_vol,not_added_nodes
1,4,470,1.193638e+02,0
1,4,475,1.216118e+02,0
1,4,480,1.235712e+02,0
1,4,485,1.250886e+02,0
1,4,490,1.265853e+02,0
1,4,495,1.285653e+02,0
1,4,500,1.296601e+02,0
1,5,5,5.998653e-02,0
1,5,10,2.422401e-01,0
1,5,15,9.296054e-01,0
1,5,20,1.079545e+00,0
1,5,25,1.443073e+00,0
1,5,30,1.551417e+00,0
1,5,35,1.919805e+00,0
1,5,40,2.717358e+00,0
1,5,45,2.964800e+00,0
1,5,50,4.221212e+00,0
1,5,55,4.837491e+00,0
1,5,60,4.842816e+00,0
1,5,65,6.459762e+00,0
1,5,70,7.319939e+00,0
1,5,75,7.948360e+00,0
1,5,80,8.726701e+00,0
1,5,85,8.958616e+00,0
1,5,90,9.242174e+00,0
1,5,95,1.001044e+01,0
1,5,100,1.081017e+01,0
1,5,105,1.143162e+01,0
1,5,110,1.314753e+01,0
1,5,115,1.394819e+01,0
1,5,120,1.492188e+01,0
1,5,125,1.770334e+01,0
1,5,130,1.824266e+01,0
1,5,135,1.971818e+01,0
1,5,140,2.414878e+01,0
1,5,145,2.693586e+01,0
1,5,150,2.749569e+01,0
1,5,155,2.889394e+01,0
1,5,160,3.164720e+01,0
1,5,165,3.494656e+01,0
1,5,170,3.576714e+01,0
1,5,175,3.660937e+01,0
1,5,180,3.944252e+01,0
1,5,185,4.074441e+01,0
1,5,190,4.145052e+01,0
1,5,195,4.477759e+01,0
1,5,200,4.610385e+01,0
1,5,205,4.968900e+01,0
1,5,210,5.287106e+01,0
1,5,215,5.437908e+01,0
1,5,220,5.548612e+01,0
1,5,225,5.694257e+01,0
1,5,230,5.961990e+01,0
1,5,235,6.154415e+01,0
1,5,240,6.166271e+01,0
1,5,245,6.363224e+01,0
1,5,250,6.653517e+01,0
1,5,255,6.855055e+01,0
1,5,260,6.995357e+01,0
1,5,265,7.183171e+01,0
1,5,270,7.513574e+01,0
1,5,275,7.600384e+01,0
1,5,280,8.139770e+01,0
1,5,285,8.227664e+01,0
1,5,290,8.387714e+01,0
1,5,295,8.610227e+01,0
1,5,300,8.807337e+01,0
1,5,305,8.825694e+01,0
1,5,310,9.020172e+01,0
1,5,315,9.320328e+01,0
1,5,320,9.550066e+01,0
1,5,325,9.776187e+01,0
1,5,330,1.006781e+02,0
1,5,335,1.025650e+02,0
1,5,340,1.047646e+02,0
1,5,345,1.072044e+02,0
1,5,350,1.106858e+02,0
1,5,355,1.118253e+02,0
1,5,360,1.150739e+02,0
1,5,365,1.217170e+02,0
1,5,370,1.232088e+02,0
1,5,375,1.273019e+02,0
1,5,380,1.312604e+02,0
1,5,385,1.369205e+02,0
1,5,390,1.404727e+02,0
1,5,395,1.447279e+02,0
1,5,400,1.455136e+02,0
1,5,405,1.460116e+02,0
1,5,410,1.510073e+02,0
1,5,415,1.567469e+02,0
1,5,420,1.606419e+02,0
1,5,425,1.625309e+02,0
1,5,430,1.645543e+02,0
1,5,435,1.671842e+02,0
1,5,440,1.722882e+02,0
1,5,445,1.761831e+02,0
1,5,450,1.766711e+02,0
1,5,455,1.778002e+02,0
1,5,460,1.823596e+02,0
1,5,465,1.839192e+02,0
1,5,470,1.861129e+02,0
1,5,475,1.869439e+02,0
1,5,480,1.906206e+02,0
1,5,485,1.920679e+02,0
1,5,490,1.970740e+02,0
1,5,495,1.997100e+02,0
1,5,500,2.046720e+02,0
1,6,5,2.072484e-01,0
1,6,10,2.699791e-01,0
1,6,15,3.563036e-01,0
1,6,20,5.348064e-01,0
1,6,25,1.350236e+00,0
1,6,30,2.143210e+00,0
1,6,35,2.657607e+00,0
1,6,40,3.430403e+00,0
1,6,45,5.321829e+00,0
1,6,50,6.442843e+00,0
1,6,55,8.367614e+00,0
1,6,60,9.389914e+00,0
1,6,65,9.930961e+00,0
1,6,70,1.055821e+01,0
1,6,75,1.113350e+01,0
1,6,80,1.181050e+01,0
1,6,85,1.181329e+01,0
1,6,90,1.289016e+01,0
1,6,95,1.633694e+01,0
1,6,100,1.989351e+01,0
1,6,105,2.187054e+01,0
1,6,110,2.303166e+01,0
1,6,115,2.507829e+01,0
1,6,120,2.604520e+01,0
1,6,125,3.187141e+01,0
1,6,130,3.477143e+01,0
1,6,135,3.810023e+01,0
1,6,140,3.888686e+01,0
1,6,145,4.000954e+01,0
1,6,150,4.258601e+01,0
1,6,155,4.309076e+01,0
1,6,160,4.344131e+01,0
1,6,165,4.436449e+01,0
1,6,170,4.499499e+01,0
1,6,175,4.597245e+01,0
1,6,180,4.828316e+01,0
1,6,185,5.005030e+01,0
1,6,190,5.264382e+01,0
1,6,195,5.427451e+01,0
1,6,200,5.685862e+01,0
1,6,205,5.777071e+01,0
1,6,210,5.948863e+01,0
1,6,215,6.146309e+01,0
1,6,220,6.262044e+01,0
1,6,225,6.300566e+01,0
1,6,230,6.318247e+01,0
1,6,235,6.564690e+01,0
1,6,240,6.722160e+01,0
1,6,245,6.959503e+01,0
1,6,250,7.330614e+01,0
1,6,255,7.365264e+01,0
1,6,260,7.842302e+01,0
1,6,265,7.986112e+01,0
1,6,270,8.322005e+01,0
1,6,275,8.676407e+01,0
1,6,280,8.855665e+01,0
1,6,285,9.102539e+01,0
